,%_GPST,UTC,latitude(deg),longitude(deg),height(m),x,y,Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio,sd(m),dist(m),deltay(m),deltax(m),deltaz(m)
115,2181 28751.000,2021-10-24 07:58:57,-33.951428733,18.468552684,81.6174,266064.49740642926,6240342.151559938,6,5,0.7298,0.5643,1.5338,-0.3457,0.4335,-0.8681,0.0,0.0,2.065094022072603,2.081325577661852,,,
116,2181 28752.000,2021-10-24 07:58:58,-33.951428703,18.468552832,81.6397,266064.5110045812,6240342.1552252695,6,5,0.7235,0.5616,1.5204,-0.3423,0.4281,-0.8586,0.0,0.0,2.0464837722298217,2.061355060319706,,,
117,2181 28753.000,2021-10-24 07:58:59,-33.951428782,18.468552952,81.6653,266064.52231308725,6240342.146736616,6,5,0.7172,0.5589,1.5072,-0.339,0.4227,-0.8492,0.0,0.0,2.028086245700611,2.0347874866360667,,,
118,2181 28754.000,2021-10-24 07:59:00,-33.95142871,18.468553084,81.6774,266064.53431725956,6240342.155023993,6,5,0.711,0.5563,1.4942,-0.3357,0.4175,-0.8399,0.0,0.0,2.009989323354729,2.0260699270937708,,,
119,2181 28755.000,2021-10-24 07:59:01,-33.951428658,18.468553138,81.6817,266064.5391663114,6240342.160914985,6,5,0.705,0.5536,1.4815,-0.3324,0.4123,-0.8307,0.0,0.0,1.9922057499164088,2.0238959570931976,,,
120,2181 28756.000,2021-10-24 07:59:02,-33.951428749,18.468553223,81.6937,266064.547272473,6240342.15101543,6,5,0.699,0.551,1.4689,-0.3292,0.4072,-0.8217,0.0,0.0,1.974650495657396,2.009918569798555,,,
121,2181 28757.000,2021-10-24 07:59:03,-33.95142879,18.468553253,81.6939,266064.55015779735,6240342.146536256,6,5,0.6931,0.5485,1.4566,-0.326,0.4021,-0.8128,0.0,0.0,1.9574288416185144,2.008571558809448,,,
122,2181 28758.000,2021-10-24 07:59:04,-33.951428731,18.468553296,81.694,266064.55397089804,6240342.153178568,6,5,0.6873,0.546,1.4444,-0.3229,0.3971,-0.8041,0.0,0.0,1.9404428051349516,2.010602837124056,,,
123,2181 28759.000,2021-10-24 07:59:05,-33.951428664,18.468553298,81.6704,266064.5539722721,6240342.160614652,6,5,0.6816,0.5435,1.4325,-0.3199,0.3922,-0.7955,0.0,0.0,1.9237994074227178,2.0353122641982972,,,
124,2181 28760.000,2021-10-24 07:59:06,-33.951428635,18.468553315,81.6792,266064.5554642364,6240342.163870078,6,5,0.676,0.541,1.4207,-0.3168,0.3874,-0.787,0.0,0.0,1.9073163057028586,2.0279462809933992,,,
125,2181 28761.000,2021-10-24 07:59:07,-33.951428512,18.4685534,81.6706,266064.56298430916,6240342.177707012,6,5,0.6704,0.5386,1.4091,-0.3139,0.3826,-0.7787,0.0,0.0,1.8911315633768053,2.040667764310526,,,
126,2181 28762.000,2021-10-24 07:59:08,-33.951428461,18.468553435,81.6737,266064.5660798432,6240342.1834437195,6,5,0.665,0.5362,1.3978,-0.3109,0.3778,-0.7704,0.0,0.0,1.8752301432090943,2.0396217334408155,,,
127,2181 28763.000,2021-10-24 07:59:09,-33.951428438,18.468553409,81.68,266064.56361355365,6240342.185935497,6,5,0.6596,0.5339,1.3865,-0.3081,0.3732,-0.7623,0.0,0.0,1.8595184215274663,2.034246707303786,,,
128,2181 28764.000,2021-10-24 07:59:10,-33.951428364,18.468553406,81.6809,266064.5631335842,6240342.194136595,6,5,0.6543,0.5315,1.3755,-0.3052,0.3686,-0.7543,0.0,0.0,1.8440668317607145,2.0358801699618003,,,
129,2181 28765.000,2021-10-24 07:59:11,-33.951428326,18.46855346,81.6746,266064.5680209781,6240342.198474731,6,5,0.6491,0.5292,1.3647,-0.3024,0.364,-0.7464,0.0,0.0,1.8288915386102043,2.0434820003600067,,,
130,2181 28766.000,2021-10-24 07:59:12,-33.951428308,18.468553505,81.6714,266064.5721312357,6240342.200573965,6,5,0.6439,0.527,1.354,-0.2996,0.3595,-0.7386,0.0,0.0,1.813886043829656,2.0474130831218966,,,
131,2181 28767.000,2021-10-24 07:59:13,-33.951428278,18.46855359,81.6969,266064.57990601065,6240342.204095509,6,5,0.6389,0.5247,1.3435,-0.2969,0.355,-0.731,0.0,0.0,1.7991751332207766,2.0248314524753823,,,
132,2181 28768.000,2021-10-24 07:59:14,-33.951428325,18.46855366,81.7091,266064.5865051502,6240342.199042119,6,5,0.6339,0.5225,1.3331,-0.2942,0.3507,-0.7234,0.0,0.0,1.7846127759264754,2.0121294303205257,,,
133,2181 28769.000,2021-10-24 07:59:15,-33.95142838,18.468553743,81.7148,266064.5943278484,6240342.193131054,6,5,0.629,0.5203,1.3229,-0.2916,0.3463,-0.716,0.0,0.0,1.7703185447822658,2.005429813992664,,,
134,2181 28770.000,2021-10-24 07:59:16,-33.951428331,18.468553786,81.7063,266064.59816833603,6240342.198664185,6,5,0.6241,0.5182,1.3129,-0.289,0.342,-0.7086,0.0,0.0,1.7562281799356254,2.015493569325594,,,
135,2181 28771.000,2021-10-24 07:59:17,-33.951428376,18.468553873,81.7172,266064.6063333851,6240342.193871433,6,5,0.6193,0.516,1.303,-0.2864,0.3378,-0.7014,0.0,0.0,1.7423240944210123,2.004298104469781,,,
136,2181 28772.000,2021-10-24 07:59:18,-33.951428382,18.468553948,81.7131,266064.61328240903,6240342.193377098,6,5,0.6146,0.5139,1.2933,-0.2839,0.3336,-0.6942,0.0,0.0,1.7286564349227986,2.0085818713289507,,,
137,2181 28773.000,2021-10-24 07:59:19,-33.95142839,18.468554049,81.7178,266064.62264020863,6240342.192720271,6,5,0.61,0.5118,1.2837,-0.2814,0.3294,-0.6872,0.0,0.0,1.715184855926614,2.0047195191018443,,,
138,2181 28774.000,2021-10-24 07:59:20,-33.951428441,18.468554084,81.7193,266064.6260150934,6240342.187143326,6,5,0.6054,0.5098,1.2743,-0.2789,0.3253,-0.6802,0.0,0.0,1.7019174568703386,2.001858761920052,,,
139,2181 28775.000,2021-10-24 07:59:21,-33.951428424,18.468554165,81.7534,266064.63345573377,6240342.189213805,6,5,0.6009,0.5078,1.265,-0.2765,0.3213,-0.6734,0.0,0.0,1.6888813309406912,1.970952937570646,,,
140,2181 28776.000,2021-10-24 07:59:22,-33.951428431,18.46855425,81.7775,266064.6413318418,6240342.188631376,6,5,0.5964,0.5057,1.2558,-0.2741,0.3173,-0.6666,0.0,0.0,1.6758952085378132,1.9487953559007998,,,
141,2181 28777.000,2021-10-24 07:59:23,-33.951428459,18.468554313,81.8053,266064.6472319029,6240342.185669456,6,5,0.5921,0.5038,1.2468,-0.2717,0.3133,-0.6599,0.0,0.0,1.6632356658032557,1.922262977160085,,,
142,2181 28778.000,2021-10-24 07:59:24,-33.951428422,18.468554395,81.8238,266064.6547102034,6240342.18996058,6,5,0.5877,0.5018,1.2379,-0.2694,0.3094,-0.6534,0.0,0.0,1.6507050675393224,1.9070606557620768,,,
143,2181 28779.000,2021-10-24 07:59:25,-33.951428433,18.468554444,81.8445,266064.6592696223,6240342.188852316,6,5,0.5835,0.4998,1.2292,-0.2671,0.3055,-0.6469,0.0,0.0,1.6384008056638646,1.8877797845859279,,,
144,2181 28780.000,2021-10-24 07:59:26,-33.951428417,18.468554552,81.849,266064.66920873447,6240342.190873498,6,5,0.5793,0.4979,1.2205,-0.2648,0.3017,-0.6405,0.0,0.0,1.6261904347277412,1.885369031928841,,,
145,2181 28781.000,2021-10-24 07:59:27,-33.951428362,18.468554632,81.8535,266064.6764528684,6240342.197156586,6,5,0.5751,0.496,1.2121,-0.2625,0.2979,-0.6341,0.0,0.0,1.6142106089355255,1.8841164015752194,,,
146,2181 28782.000,2021-10-24 07:59:28,-33.951428329,18.468554699,81.8584,266064.6825556054,6240342.200969802,6,5,0.571,0.4942,1.2037,-0.2603,0.2941,-0.6279,0.0,0.0,1.602397466298546,1.8815720926739687,,,
147,2181 28783.000,2021-10-24 07:59:29,-33.951428331,18.46855476,81.8632,266064.68819959066,6240342.200887188,6,5,0.567,0.4923,1.1954,-0.2581,0.2904,-0.6218,0.0,0.0,1.5907270224648853,1.877778087913658,,,
148,2181 28784.000,2021-10-24 07:59:30,-33.951428379,18.468554829,81.8905,266064.6947090336,6240342.195720599,6,5,0.563,0.4905,1.1873,-0.256,0.2867,-0.6157,0.0,0.0,1.5792592947328188,1.8514394185402843,,,
149,2181 28785.000,2021-10-24 07:59:31,-33.951428417,18.46855485,81.9009,266064.6967542313,6240342.191553637,6,5,0.5591,0.4886,1.1793,-0.2539,0.2831,-0.6097,0.0,0.0,1.5679337262779955,1.8406155805393565,,,
150,2181 28786.000,2021-10-24 07:59:32,-33.951428441,18.468554853,81.9256,266064.6970972646,6240342.188898448,6,5,0.5552,0.4869,1.1714,-0.2518,0.2795,-0.6038,0.0,0.0,1.556789818825907,1.8167837108525506,,,
151,2181 28787.000,2021-10-24 07:59:33,-33.951428516,18.468554923,81.9462,266064.7037730879,6240342.180739349,6,5,0.5514,0.4851,1.1637,-0.2497,0.2759,-0.5979,0.0,0.0,1.5458062524132834,1.7957801297142846,,,
152,2181 28788.000,2021-10-24 07:59:34,-33.951428572,18.468555018,81.9619,266064.71270773944,6240342.174744754,6,5,0.5476,0.4833,1.156,-0.2477,0.2724,-0.5922,0.0,0.0,1.5349392626420109,1.7804512217631023,,,
153,2181 28789.000,2021-10-24 07:59:35,-33.951428646,18.468555093,81.9832,266064.71984299674,6240342.166707987,6,5,0.5439,0.4816,1.1484,-0.2457,0.2688,-0.5865,0.0,0.0,1.5242022536395885,1.75902732805419,,,
154,2181 28790.000,2021-10-24 07:59:36,-33.951428678,18.46855514,82.0043,266064.7242750602,6240342.163265875,6,5,0.5402,0.4799,1.141,-0.2437,0.2654,-0.5808,0.0,0.0,1.513656678378555,1.7389944005788187,,,
155,2181 28791.000,2021-10-24 07:59:37,-33.951428658,18.468555247,82.0284,266064.73411078274,6240342.165728448,6,5,0.5366,0.4782,1.1337,-0.2417,0.2619,-0.5753,0.0,0.0,1.5032867590716015,1.7191751074629704,,,
156,2181 28792.000,2021-10-24 07:59:38,-33.951428699,18.468555271,82.0502,266064.7364414998,6240342.161235579,6,5,0.533,0.4765,1.1264,-0.2398,0.2585,-0.5698,0.0,0.0,1.492955638992666,1.6979021601343989,,,
157,2181 28793.000,2021-10-24 07:59:39,-33.95142871,18.468555351,82.0622,266064.74386639,6240342.160198066,6,5,0.5295,0.4748,1.1193,-0.2378,0.2551,-0.5644,0.0,0.0,1.4828384908681054,1.6877735286723075,,,
158,2181 28794.000,2021-10-24 07:59:40,-33.951428737,18.468555459,82.0709,266064.7539232676,6240342.157449769,6,5,0.526,0.4732,1.1123,-0.236,0.2518,-0.559,0.0,0.0,1.4728834882637527,1.6806052885900455,,,
159,2181 28795.000,2021-10-24 07:59:41,-33.951428666,18.468555531,82.0836,266064.7603841056,6240342.165489289,6,5,0.5225,0.4715,1.1053,-0.2341,0.2485,-0.5538,0.0,0.0,1.4629614109743292,1.6730109228105783,,,
160,2181 28796.000,2021-10-24 07:59:42,-33.951428714,18.468555607,82.0933,266064.7675405902,6240342.160338675,6,5,0.5191,0.4699,1.0985,-0.2322,0.2452,-0.5486,0.0,0.0,1.4532635376971377,1.663650347963935,,,
161,2181 28797.000,2021-10-24 07:59:43,-33.951428735,18.468555559,82.1087,266064.76316124515,6240342.15789984,6,5,0.5158,0.4683,1.0917,-0.2304,0.2419,-0.5434,0.0,0.0,1.4436227866032039,1.6478664266838026,,,
162,2181 28798.000,2021-10-24 07:59:44,-33.951428767,18.468555605,82.1315,266064.7675008739,6240342.154455446,6,5,0.5125,0.4667,1.0851,-0.2286,0.2387,-0.5383,0.0,0.0,1.4341930448862175,1.6266603276426819,,,
163,2181 28799.000,2021-10-24 07:59:45,-33.951428829,18.468555721,82.1564,266064.77839308354,6240342.1478432715,6,5,0.5092,0.4652,1.0785,-0.2269,0.2354,-0.5333,0.0,0.0,1.4248380925564843,1.6037892474075166,,,
164,2181 28800.000,2021-10-24 07:59:46,-33.951428884,18.468555763,82.1637,266064.78242596495,6240342.141838631,6,5,0.5059,0.4636,1.0721,-0.2251,0.2322,-0.5283,0.0,0.0,1.4156079683302154,1.5958178390800573,,,
165,2181 28801.000,2021-10-24 07:59:47,-33.9514289,18.468555807,82.165,266064.786536905,6240342.140164362,6,5,0.5028,0.4621,1.0657,-0.2234,0.2291,-0.5234,0.0,0.0,1.40655702692781,1.5948983995021007,,,
166,2181 28802.000,2021-10-24 07:59:48,-33.951428922,18.468555869,82.1841,266064.7923280989,6240342.137865668,6,5,0.4996,0.4606,1.0594,-0.2217,0.2259,-0.5186,0.0,0.0,1.3975723737967918,1.577981677083332,,,
167,2181 28803.000,2021-10-24 07:59:49,-33.95142893,18.468555894,82.1794,266064.7946608728,6240342.137035382,6,5,0.4965,0.4591,1.0532,-0.22,0.2228,-0.5138,0.0,0.0,1.3887208430782623,1.5824503585902199,,,
168,2181 28804.000,2021-10-24 07:59:50,-33.951428999,18.468555942,82.1839,266064.79928670335,6240342.129491579,6,5,0.4934,0.4576,1.0471,-0.2183,0.2197,-0.509,0.0,0.0,1.3799506186816977,1.576679800406563,,,
169,2181 28805.000,2021-10-24 07:59:51,-33.95142904,18.46855586,82.1931,266064.791819358,6240342.124756783,6,5,0.4904,0.4561,1.041,-0.2167,0.2166,-0.5044,0.0,0.0,1.3713111171430064,1.5649897346256807,,,
170,2181 28806.000,2021-10-24 07:59:52,-33.951429144,18.468555907,82.2117,266064.7964486098,6240342.113328563,6,5,0.4874,0.4546,1.0351,-0.215,0.2136,-0.4997,0.0,0.0,1.3627919797239783,1.5450679913901597,,,
171,2181 28807.000,2021-10-24 07:59:53,-33.951429167,18.468555925,82.2326,266064.7981754227,6240342.110818529,6,5,0.4844,0.4532,1.0292,-0.2134,0.2106,-0.4952,0.0,0.0,1.354400679267402,1.52562043142582,,,
172,2181 28808.000,2021-10-24 07:59:54,-33.951429219,18.46855587,82.2516,266064.79323393625,6240342.104925254,6,5,0.4815,0.4517,1.0234,-0.2118,0.2075,-0.4906,0.0,0.0,1.3460410654954031,1.505179688158663,,,
173,2181 28809.000,2021-10-24 07:59:55,-33.951429332,18.468555902,82.2729,266064.7965013181,6240342.092464536,6,5,0.4786,0.4503,1.0176,-0.2103,0.2045,-0.4862,0.0,0.0,1.3378245737016494,1.4822157048495608,,,
174,2181 28810.000,2021-10-24 07:59:56,-33.951429401,18.468555922,82.2918,266064.79853898165,6240342.08485683,6,5,0.4757,0.4489,1.012,-0.2087,0.2016,-0.4818,0.0,0.0,1.329765088276873,1.4629057774047576,,,
175,2181 28811.000,2021-10-24 07:59:57,-33.951429414,18.468556003,82.3122,266064.80606178404,6240342.083599761,6,5,0.4729,0.4475,1.0064,-0.2072,0.1986,-0.4774,0.0,0.0,1.3217473964415438,1.4458844490585727,,,
176,2181 28812.000,2021-10-24 07:59:58,-33.951429431,18.468556011,82.3253,266064.8068478189,6240342.081732413,6,5,0.4701,0.4461,1.0009,-0.2057,0.1957,-0.4731,0.0,0.0,1.3138624813883681,1.4336242493137348,,,
177,2181 28813.000,2021-10-24 07:59:59,-33.951429519,18.468556044,82.3442,266064.8101391671,6240342.07204693,6,5,0.4674,0.4448,0.9955,-0.2042,0.1927,-0.4688,0.0,0.0,1.3061142446202783,1.4139983832634186,,,
178,2181 28814.000,2021-10-24 08:00:00,-33.951429584,18.468556045,82.3532,266064.81040961924,6240342.064839533,6,5,0.4646,0.4434,0.9901,-0.2027,0.1898,-0.4646,0.0,0.0,1.298352502211938,1.4034122890717622,,,
179,2181 28815.000,2021-10-24 08:00:01,-33.951429644,18.468556084,82.3644,266064.8141788905,6240342.058273453,6,5,0.4619,0.4421,0.9848,-0.2012,0.1869,-0.4604,0.0,0.0,1.290742526610168,1.3920060360203794,,,
180,2181 28816.000,2021-10-24 08:00:02,-33.951429696,18.468556138,82.3825,266064.81931277027,6240342.052628955,6,5,0.4593,0.4407,0.9796,-0.1998,0.184,-0.4563,0.0,0.0,1.2832672636672378,1.3751454877315579,,,
181,2181 28817.000,2021-10-24 08:00:03,-33.951429773,18.468556194,82.403,266064.8246999873,6240342.044216067,6,5,0.4566,0.4394,0.9744,-0.1983,0.1811,-0.4522,0.0,0.0,1.2757806316134448,1.3553067621474721,,,
182,2181 28818.000,2021-10-24 08:00:04,-33.951429788,18.468556231,82.4203,266064.8281611467,6240342.042636741,6,5,0.454,0.4381,0.9693,-0.1969,0.1783,-0.4482,0.0,0.0,1.2684769765352464,1.3402842433315774,,,
183,2181 28819.000,2021-10-24 08:00:05,-33.951429834,18.468556358,82.4252,266064.84002631635,6240342.037824362,6,5,0.4515,0.4368,0.9643,-0.1955,0.1754,-0.4442,0.0,0.0,1.261277142423504,1.3376356029252088,,,
184,2181 28820.000,2021-10-24 08:00:06,-33.951429907,18.468556443,82.4453,266064.8480831804,6240342.029921336,6,5,0.4489,0.4355,0.9594,-0.1942,0.1726,-0.4402,0.0,0.0,1.2541532043574262,1.319415367162318,,,
185,2181 28821.000,2021-10-24 08:00:07,-33.951429955,18.468556462,82.4686,266064.84997089556,6240342.024640627,6,5,0.4464,0.4342,0.9544,-0.1928,0.1698,-0.4363,0.0,0.0,1.2470138451516888,1.2975269450208644,,,
186,2181 28851.000,2021-10-24 08:00:37,-33.951429992,18.468556456,82.4964,266064.84951762133,6240342.020522961,6,6,0.4409,0.4305,0.9447,-0.1853,0.1561,-0.427,0.0,0.0,1.2301274121000638,1.2714319931111846,,,
187,2181 28852.000,2021-10-24 08:00:38,-33.951430041,18.468556467,82.5245,266064.85066859913,6240342.015113076,6,6,0.4356,0.4269,0.9354,-0.1781,0.1425,-0.4182,0.0,0.0,1.2140351024579148,1.245212110195862,,,
188,2181 28853.000,2021-10-24 08:00:39,-33.951430123,18.468556514,82.5518,266064.8552375989,6240342.006125057,6,6,0.4306,0.4235,0.9266,-0.1713,0.1287,-0.4098,0.0,0.0,1.1988325946519804,1.2196353956024353,,,
189,2181 28854.000,2021-10-24 08:00:40,-33.951430146,18.468556512,82.5663,266064.85511572036,6240342.003569373,6,6,0.4259,0.4202,0.9182,-0.1646,0.1147,-0.4017,0.0,0.0,1.184340419811804,1.2060570778241235,,,
190,2181 28855.000,2021-10-24 08:00:41,-33.951430179,18.46855648,82.582,266064.85224819306,6240341.99983604,6,6,0.4213,0.4171,0.9101,-0.1582,0.1001,-0.3941,0.0,0.0,1.1705170524174349,1.1901027094628651,,,
191,2181 28856.000,2021-10-24 08:00:42,-33.951430236,18.468556551,82.5962,266064.85896715336,6240341.993675752,6,7,0.417,0.4139,0.9024,-0.1523,0.0845,-0.3867,0.0,0.0,1.1573246735467106,1.1778781092421602,,,
192,2181 28857.000,2021-10-24 08:00:43,-33.951430208,18.468556453,82.6075,266064.84983188333,6240341.99655779,6,7,0.4128,0.4108,0.8949,-0.1465,0.067,-0.3797,0.0,0.0,1.1446090293196187,1.166011510071888,,,
193,2181 28858.000,2021-10-24 08:00:44,-33.951430229,18.468556382,82.6251,266064.84332654346,6240341.99406646,6,7,0.4088,0.4078,0.8878,-0.1409,0.0451,-0.3729,0.0,0.0,1.1324965121359094,1.1476697052964022,,,
194,2181 28859.000,2021-10-24 08:00:45,-33.951430283,18.468556308,82.638,266064.83663427795,6240341.987907987,6,7,0.4049,0.405,0.8809,-0.1355,-0.0154,-0.3664,0.0,0.0,1.1210710013197203,1.1319554250675676,,,
195,2181 28860.000,2021-10-24 08:00:46,-33.951430314,18.468556344,82.6577,266064.8400468223,6240341.984551689,6,7,0.4012,0.4022,0.8743,-0.1302,-0.0484,-0.3601,0.0,0.0,1.1117973646308035,1.1149414882502742,,,
196,2181 28861.000,2021-10-24 08:00:47,-33.951430344,18.468556263,82.6751,266064.83264178585,6240341.9810392745,6,7,0.3976,0.3995,0.8679,-0.1251,-0.0655,-0.3541,0.0,0.0,1.102843366031641,1.0961050310310638,,,
197,2181 28862.000,2021-10-24 08:00:48,-33.95143038,18.468556221,82.687,266064.828858129,6240341.976950361,6,7,0.3942,0.3969,0.8618,-0.1201,-0.0781,-0.3483,0.0,0.0,1.0942846978734555,1.0830379182856074,,,
198,2181 28863.000,2021-10-24 08:00:49,-33.951430421,18.468556231,82.7019,266064.8298947625,6240341.972425541,6,7,0.3909,0.3943,0.8558,-0.1152,-0.0882,-0.3427,0.0,0.0,1.0858924946789161,1.068951648483906,,,
199,2181 28864.000,2021-10-24 08:00:50,-33.95143048,18.468556157,82.7138,266064.82321619045,6240341.965712473,6,7,0.3876,0.3919,0.85,-0.1104,-0.0967,-0.3372,0.0,0.0,1.0777579783977476,1.0538636019217134,,,
200,2181 28865.000,2021-10-24 08:00:51,-33.951430463,18.468555992,82.714,266064.80791793135,6240341.967221497,6,7,0.3845,0.3895,0.8444,-0.1057,-0.104,-0.332,0.0,0.0,1.0699412834356847,1.0489280136077368,,,
201,2181 28866.000,2021-10-24 08:00:52,-33.95143043,18.468555813,82.7222,266064.7912817686,6240341.970473257,6,7,0.3815,0.3872,0.839,-0.1011,-0.1103,-0.3269,0.0,0.0,1.0623737572060032,1.0375452343553992,,,
202,2181 28867.000,2021-10-24 08:00:53,-33.951430449,18.468555792,82.7326,266064.7893926791,6240341.968317883,6,7,0.3786,0.3849,0.8337,-0.0965,-0.1159,-0.322,0.0,0.0,1.0549742745678683,1.0271455020542382,,,
203,2181 28868.000,2021-10-24 08:00:54,-33.951430422,18.468555787,82.7335,266064.7888565606,6240341.97130126,6,7,0.3758,0.3827,0.8286,-0.092,-0.1209,-0.3172,0.0,0.0,1.0478356455093518,1.0273693224535185,,,
204,2181 28869.000,2021-10-24 08:00:55,-33.951430463,18.468555784,82.7445,266064.7886915448,6240341.966746769,6,7,0.373,0.3806,0.8236,-0.0876,-0.1254,-0.3125,0.0,0.0,1.0408446041556827,1.0160966648673295,,,
205,2181 28870.000,2021-10-24 08:00:56,-33.951430455,18.468555701,82.7448,266064.78099756717,6240341.967444681,6,7,0.3703,0.3785,0.8187,-0.0831,-0.1295,-0.308,0.0,0.0,1.0340183218879635,1.0135664498075168,,,
206,2181 28871.000,2021-10-24 08:00:57,-33.951430469,18.468555626,82.7568,266064.7741033183,6240341.96572065,6,7,0.3677,0.3764,0.814,-0.0787,-0.1332,-0.3036,0.0,0.0,1.0274167314191451,1.000341217691687,,,
207,2181 28872.000,2021-10-24 08:00:58,-33.951430489,18.468555546,82.7672,266064.7667633287,6240341.9633197,6,7,0.3652,0.3744,0.8094,-0.0743,-0.1365,-0.2994,0.0,0.0,1.0210131536860827,0.988090019363901,,,
208,2181 28873.000,2021-10-24 08:00:59,-33.951430507,18.468555536,82.7838,266064.7658882806,6240341.961300349,6,7,0.3627,0.3725,0.8049,-0.0698,-0.1396,-0.2952,0.0,0.0,1.014728924393111,0.9727930053106534,,,
209,2181 28874.000,2021-10-24 08:01:00,-33.951430491,18.468555428,82.7956,266064.75586152915,6240341.962828547,6,7,0.3603,0.3706,0.8005,-0.0653,-0.1424,-0.2912,0.0,0.0,1.0086129039428358,0.9601155299913737,,,
210,2181 28875.000,2021-10-24 08:01:01,-33.951430484,18.468555319,82.7987,266064.7457669922,6240341.963356197,6,7,0.358,0.3687,0.7962,-0.0607,-0.145,-0.2872,0.0,0.0,1.002612317897601,0.9545026603037255,,,
211,2181 28876.000,2021-10-24 08:01:02,-33.951430512,18.468555279,82.8062,266064.7421462946,6240341.960159195,6,7,0.3557,0.3669,0.792,-0.056,-0.1474,-0.2834,0.0,0.0,0.9967850420226018,0.945638158775662,,,
212,2181 28877.000,2021-10-24 08:01:03,-33.951430521,18.468555176,82.8184,266064.7326501842,6240341.958925851,6,7,0.3535,0.3651,0.7879,-0.0512,-0.1496,-0.2796,0.0,0.0,0.9910723636546426,0.9317800092911446,,,
213,2181 28878.000,2021-10-24 08:01:04,-33.951430567,18.468555186,82.8256,266064.7337005114,6240341.953846438,6,7,0.3513,0.3633,0.7839,-0.0461,-0.1516,-0.2759,0.0,0.0,0.9854574420034585,0.9238176214750053,,,
214,2181 28879.000,2021-10-24 08:01:05,-33.951430545,18.468555148,82.8286,266064.7301277466,6240341.956199909,6,7,0.3492,0.3616,0.7799,-0.0408,-0.1534,-0.2724,0.0,0.0,0.9799679433532508,0.9211543282546802,,,
215,2181 28880.000,2021-10-24 08:01:06,-33.951430516,18.468555018,82.8339,266064.7180318318,6240341.959119831,6,7,0.3471,0.3599,0.7761,-0.0349,-0.1552,-0.2689,0.0,0.0,0.9746537282542964,0.9142496251330755,,,
216,2181 28881.000,2021-10-24 08:01:07,-33.951430503,18.468554957,82.8428,266064.71235772065,6240341.960422546,6,7,0.345,0.3583,0.7723,-0.0282,-0.1568,-0.2654,0.0,0.0,0.9693656791943894,0.9055644550521047,,,
217,2181 28882.000,2021-10-24 08:01:08,-33.951430494,18.468554834,82.8404,266064.70096362225,6240341.961140079,6,7,0.343,0.3567,0.7686,-0.0198,-0.1583,-0.2621,0.0,0.0,0.96424954757573,0.904677146408195,,,
